title,category,date,keys
「殲滅南海所有解放軍艦艇」！美防長熱門：美軍要能在72小時完成,國際,2020/11/09 23:37,解放軍 美軍 南海 美防長 熱門
快訊／東京又發現3例確診！累計達25例「日本最多」　國內通報704人,國際,2020/02/19 20:20,國內 日本 東京 ！ 快訊
華郵：裴洛西若出訪台灣　美軍考慮「派戰機船艦」護航,國際,2022/07/24 21:48,華郵 裴洛西 美軍 出訪 護航
丈母娘親完新郎...下秒送「AK-47」女兒旁燦笑　網驚：下馬威,國際,2021/01/05 21:48,下馬威 ak-47 下 新郎 丈母娘
N號房驚爆「10女星」受害！趙主彬手握裸照…她慘變性奴,國際,2020/04/02 20:59,女星 趙主彬 ！ 慘變 受害
無人機拍下「俄軍督戰隊」射殺逃兵　17秒讓7人全倒地,國際,2023/06/13 20:10,俄軍 倒地 拍下 督戰隊 逃兵
快訊／大阪診所火災25人亡　縱火嫌犯今晚證實不治,國際,2021/12/30 20:51,縱火 火災 不治 大阪 診所
快訊／輝瑞新冠口服藥「降低89%」重症風險　改變全球防疫規則,國際,2021/11/05 19:33,風險 新冠口 89% 全球 快訊
精蟲上腦！澳洲情侶公然在法庭「啪啪」3次　荒淫過程全被拍慘了,國際,2022/07/24 18:05,公然 法庭 上腦 ！ 荒淫
女直播主看到太刺激！男怒「害我破皮」整棟公寓斷電　求償7.5億,國際,2020/06/27 23:49,公寓 男怒 播主 ！ 我
快訊／紐西蘭正式警告「海嘯要來了」　呼籲民眾盡快往高處避難！,國際,2021/03/04 22:47,海嘯 紐西蘭 民眾 高處 正式
直接開火車「衝撞醫療船」！他越想越激動　懷疑美軍要接管洛杉磯,國際,2020/04/02 21:56,火車 美軍 ！ 懷疑 接管
台中議員參選政見「修理惡棍普丁」　波蘭記者推特轉發,國際,2022/05/25 21:14,台中 政見 轉發 議員 記者
前首爾市長朴元淳輕生亡...人權委員會證實：曾「性騷」女秘書！,國際,2021/01/25 20:03,朴元淳 前首爾 秘書 市長 生亡
WHO爆：今年分配「128萬劑AZ疫苗」給北韓　剛被金正恩拒絕,國際,2022/05/14 23:35,今年 金正恩 北韓 128萬 分配
超商店員值夜班遭無辜殘殺！變態韓男搭車到處逃　警通緝2天才逮捕,國際,2023/02/11 18:00,韓男 車 無辜 超商 到處
美西野火加劇　俄勒岡州一週燒毀兩年份土地面積,國際,2020/09/14 20:15,俄勒岡州 面積 西 土地 野火
捷克前總理小三「找軍情局監控元配」　濫權遭捕卻扶正！,國際,2017/11/22 21:39,軍情局 元配 扶正 前總理 ！
川普將出席紐約民事詐欺審判　登記初選還自詡曼德拉,國際,2023/10/24 23:56,曼德拉 川普 出席 民事 將
吳釗燮接受BBC專訪：台海緊張可能影響全世界,國際,2023/06/13 19:30,台海 緊張 世界 接受 影響
歐盟執委會宣布禁用TikTok　職員須3／15前解除安裝,國際,2023/02/23 21:35,安裝 宣布 3／15 tiktok　 解除
新疆利用基因組編輯技術　培育出「斑紋羊」！,國際,2016/06/08 21:14,新疆 培育出 編輯 斑紋 技術
俄羅斯國防部：俄艦在黑海開火警告貨船,國際,2023/08/13 20:57,國防部 開火 黑海 貨船 警告
今年7月地球12萬年來最熱　研究：未來極端熱浪成常態,國際,2023/07/26 19:41,今年 熱浪成 地球 年 極端
澳洲5億隻動物死於野火　決定再殺1萬頭駱駝...因為喝太多水,國際,2020/01/07 19:34,野火 太多 1萬 因為 澳洲
快訊／美國宣布「釋出5000萬桶戰備石油」　油價穩定在每桶80美元,國際,2021/11/23 21:41,美元 石油 美國 宣布 5000萬
美眾議員提案將台灣納入「北約+」　享有日韓紐澳同等待遇,國際,2021/03/23 19:53,北約 美眾 享有 同等 紐澳
快訊／法國監獄出現首例病例！74歲男確診新冠肺炎,國際,2020/03/14 23:36,新冠肺炎 出現 法國 確診 監獄
美國國務卿布林肯訪團「有人確診」　東南亞行程喊卡將返華府,國際,2021/12/15 23:02,國務卿 布林 美國 東南亞 華府
中國駐斯洛維尼亞使館：把台灣和中國並列　嚴重違反「一中原則」,國際,2022/01/21 19:08,原則 中國 中 一 違反
美國最高法院推翻「墮胎權」　允許各州自主應對墮胎合法性,國際,2022/06/24 23:04,最高法院 美國 自主 合法性 州
起底武漢肺炎用藥「瑞德西韋」藥廠　消滅C肝卻成為投資客噩夢！,國際,2020/02/07 23:24,瑞德西韋 成為 武漢 ！ 用藥
新冠病毒失控！強生警告「防疫將更嚴格」　反對黨籲：現在就封鎖,國際,2021/01/04 18:48,新冠 強生 防疫 警告 病毒
UFO閃電充能？墨西哥男捕捉畫面傻眼　圓盤黑影浮空中,國際,2023/08/28 20:44,墨西哥 ufo 浮空 畫面 黑影
大馬醫師貼簡報徵女友　試用三個月根據表現給獎、生日有禮金,國際,2020/09/14 20:32,禮金 大馬 三 生日 女友
孫安佐前例！屁孩開玩笑屠殺幼兒園　沒武器仍「三級重罪」起訴,國際,2018/04/04 23:18,孫安佐 三 武器 前例 屠殺
防疫限制鬆綁！美國6月新增85萬就業人口　失業率5.9％,國際,2021/07/02 23:35,美國 鬆綁 限制 防疫 就業
幫兒辦生日會！單親媽要同學付「門票250」　家長轟：現在的做法？,國際,2018/01/31 23:54,門票 做法 ！ 生日會 同學
快訊／印尼蘇門答臘發生「規模6.7地震」　震源深度10公里,國際,2022/11/18 22:38,蘇門答臘 地震 公里 震源 規模
【黃寶慧】慧眼看天下／新冠肺炎進入大流行　美歐恐全面封城！？　 金融冰風暴擋不住,國際,2020/03/14 20:00,風暴 金融 擋不住 全面 流行
臉書已改為喪偶！家門裝「通電陷阱」　美夫引導孕妻去開門,國際,2017/12/30 20:09,家門裝 開門 臉書 ！ 陷阱
韓國重回日本貿易「白名單」　總統辦公室讚：信賴基礎完全恢復,國際,2023/06/27 23:46,白名單 韓國 辦公室 信賴 日本
突獲5.4億遺產！遠房親戚全家身亡...男子唯一繼承嚇呆：簡直像詐騙,國際,2020/09/14 21:06,男子 唯一 簡直 嚇呆 遺產
美國CDC秘密文件曝光！推估新冠肺炎最壞結果　「全美170萬人死亡」,國際,2020/03/14 20:36,美國 文件 美 曝光 新冠肺炎
《路透社》爆：如果烏克蘭被入侵　美國就切斷與俄羅斯銀行聯繫,國際,2022/02/21 19:00,路透社 美國 《 銀行 聯繫
哈瑪斯突襲以色列數百死傷屍橫遍野　美國發聲挺以色列,國際,2023/10/07 22:59,美國 橫遍野 發聲 數百 突襲
買了護送服務！美婦坐輪椅機場內「被放生」　滾下電扶梯截肢亡,國際,2017/12/30 22:42,放生 美婦 服務 截肢 護送
立陶宛「軍犬驅逐難民」上微博熱搜　中國網友：所謂人權呢？,國際,2021/11/23 18:44,軍犬 立陶宛 難民 人權 上微博
年繳2千元稅　富豪置產官司讓加拿大盯上陸幽靈移民,國際,2018/01/31 22:52,官司 加拿大 移民 元 盯上
聯合國考慮將大堡礁列「瀕危世界遺產」　澳洲指控中國操弄,國際,2021/06/22 20:19,聯合國 世界 大堡礁列 中國 遺產
新兵慘被綁實彈標靶上　戰機頭上亂射20分鐘！法空軍爆恐怖霸凌,國際,2021/05/09 18:16,法空軍 新兵 分鐘 ！ 爆恐
光頭男攻擊街區寵物貓　9個月內9死7傷攝影機下曝惡行,國際,2021/07/02 23:39,曝惡行 光頭 街區 攻擊 攝影機
馬斯克獲選英國金融時報「年度風雲人物」　繼時代雜誌後再連莊！,國際,2021/12/15 20:56,風雲人物 馬斯克 金融時報 年度 時代
委內瑞拉成為世界最慘經濟體　通貨膨脹率達百分之800萬,國際,2019/04/19 22:59,百分之800萬 世界 成為 經濟體 通貨膨脹率
日本女高中生「九刀流」精通全學科　國一花2個月學會中文,國際,2023/10/07 20:11,女高中生 花 中文 國一 學會
2021富比世富豪榜：馬斯克衝到第2名　郭台銘台灣第1、全球排369,國際,2021/04/06 22:20,馬斯克 富比世 名 郭台銘 富豪榜
男總裁抽脂抽到死！2醫「沒學過麻醉」注射過量　她僅判6周被罵爆,國際,2022/11/20 18:21,男 抽脂 過量 總裁 注射
尼泊爾客機失事重啟搜索　全機22人已尋獲21具遺體,國際,2022/05/30 22:55,失事 尼泊爾 重啟 搜索 尋獲
CNN看台灣走向共存　陳建仁：封城控制疫情不可能！應聚焦2件事,國際,2022/05/14 19:30,陳建仁 不可能 城 cnn 走向
南韓曾搶先全球推出5G網路　3年過去…自駕、智慧城市卻都沒實現,國際,2022/05/14 18:28,智慧 南韓 城市 都 推出
外媒記者：台灣人對「中國戰機」無感　卻對新增12病例恐慌,國際,2022/01/21 20:11,中國 外媒 台灣人 新增 病例
12歲男童搶劫加油站！女店員疑惑「你認真嗎」　他直接開槍警告,國際,2022/06/05 18:18,加油站 認真 男童 店員 開槍
忘記關窗戶「熟睡男遭猴子性侵」　朋友拍下恐怖畫面,國際,2023/10/24 22:51,熟睡男 猴子 畫面 拍下 窗戶
美國財長葉倫「突訪基輔」提供金援　烏軍官稱巴赫姆特情勢緊張,國際,2023/02/28 23:49,軍官 美國 緊張 金援 葉倫
拜登宣布12月召開「民主峰會」　台灣有望參與,國際,2021/08/11 23:18,民主 宣布 有望 拜登 峰會
快訊／印尼交通部長感染新冠病毒！　首位確診內閣官員,國際,2020/03/14 22:49,交通部長 新冠 首位 確診 病毒
「足球教練」寫給世足球員的信　狂登全美廣告看板！背後真相曝光,國際,2022/11/18 20:30,曝光 世足 廣告 看板 寫給
以色列總理夫人吼「我是心理學碩士」　因專欄沒提學歷,國際,2018/01/31 21:02,心理學 碩士 總理 專欄 學歷
機場電動走道跌倒　她腿「絞入輸送帶」擠出血肉！現場緊急截肢,國際,2023/06/29 22:35,現場 機場 擠出 絞入 跌倒
偷吃大麻！多倫多2警爬樹請求支援　還害女警摔到腦震盪,國際,2018/01/31 23:15,大麻 女警 ！ 請求 支援
習近平轉身離開沒看到！　泰國總理「想握手」卻呆立原地摸鼻子,國際,2022/11/18 21:42,握手 平轉身 泰國 呆立 鼻子
澤倫斯基13日將訪柏林　俄烏戰爭爆發以來首次,國際,2023/05/03 23:33,柏林 13日 將 首次 爆發
女大生廁所羞愧產子　剪刀刺女嬰「腸子外露」…自己先暈倒過世,國際,2017/11/16 21:02,腸子 外露 子 女嬰 過世
15歲女賣場遭男友刺死！德10天內3起情殺案　嫌犯皆為難民,國際,2017/12/30 19:03,難民 德 男友 ！ 嫌犯
土耳其撤僑飛機C-130降落蘇丹機場突遭攻擊！土耳其國防部證實了,國際,2023/04/28 21:55,土耳其 國防部 機場 ！ c-130
跨年喋血！京都驚傳街頭砍人　「尖刀捅胸口」1死1傷　,國際,2017/12/31 22:16,跨年 胸口 京都 尖刀 驚傳
女同事孩子生病常請假　2寶媽怒「工作量增加」討拍反遭打臉,國際,2023/10/07 23:45,增加 生病 孩子 工作量 寶媽
雪困德黑蘭機場有解　陸客「中國」真情呼喊打臉逼飛說,國際,2018/01/31 23:10,中國 德 機場 真情 黑蘭
剛果飛機「墜毀住宅區」起火爆炸　民房燒黑至少24人死亡,國際,2019/11/24 23:02,起火 民房 住宅區 至少 飛機
美童軍總會與「6萬性侵受害者」和解　擬賠8.5億美元,國際,2021/07/02 21:01,美童軍 美元 6萬 和解 8.5億
快訊／仙氣護理師「連殺7名嬰兒」　法官宣判：終身監禁,國際,2023/08/21 20:24,法官 宣判 名 快訊 終身
被翻譯軟體害到！俄遊客點石榴汁變「手榴彈」瞬間被5特警包圍,國際,2023/11/01 20:25,手榴彈 石榴汁 瞬間 ！ 翻譯
北韓民心渙散！連3年辦老兵大會「鞏固思想」　金正恩恐提及核試,國際,2022/07/24 17:43,北韓 金正恩 提及 老兵 渙散
烏克蘭緊急公布「5逃難路線」！　門上掛白衣、避免與陌生人交談,國際,2022/02/13 22:43,公布 白衣 陌生人 ！　 交談
中國外交部告訴俄羅斯：無論國際形勢如何　都將加強戰略合作,國際,2022/04/19 19:44,國際 外交部 中國 合作 加強
活了112年又328天　波多黎各最長壽男人破金氏紀錄,國際,2021/07/02 22:27,長壽 金氏 紀錄 年 破
90％有效！拜登回應「輝瑞疫苗」：還需要數個月普遍接種,國際,2020/11/09 22:32,90％ 有效 ！ 回應 拜登
最美風景在韓國！俄籍正妹遺失錢包　年輕女警熱心協助尋回7萬元,國際,2023/05/13 18:53,風景 韓國 元 年輕 協助
川普要贏了嗎？美股10月若不漲　在野黨將入主白宮,國際,2016/10/03 22:24,白宮 川普 在野黨 入主 將
24歲女傭遭淋滾水、逼吃狗屎　她聽判決崩潰：雇主該嘗嘗我的感受,國際,2023/08/10 19:47,淋滾水 雇主 女傭 的 判決
滅！美國原住民兒童，命夠硬才能活著走出寄宿學校！,國際,2021/12/15 21:31,原住民 寄宿 美國 ！ 走出
睽違20年重掌阿富汗　塔利班面臨「5大挑戰」一次看,國際,2021/08/31 23:55,阿富汗 大 面臨 重掌 睽違
日本拉麵店「倒閉潮」來了！今年已關28店　老闆超無奈,國際,2023/09/18 20:53,超無奈 今年 ！ 老闆 拉麵店
調查：禿頭男床戰機會少　床上表現卻比多毛男更優！,國際,2019/04/19 20:42,男床戰 男 機會 調查 表現
突發狂射殺4名同儕　菲律賓士兵與人扭打遭擊斃共5死,國際,2023/02/11 21:51,士兵 同儕 名 擊斃 扭打
出國玩「嗨曬機場照」很危險？　專家曝1細節恐讓假期毀了,國際,2023/08/13 17:55,機場照 出國 專家 細節 嗨曬
芬蘭電網公司：俄羅斯已暫停「對芬蘭供電」,國際,2022/05/14 19:06,公司 俄羅斯 電網 芬蘭 暫停
一月才剛上任！孟加拉國防部長染新冠肺炎病逝　享年57歲,國際,2020/06/29 19:14,國防部長 孟加拉 染新冠 上任 享年
美國駐聯合國大使遭戲耍　瞎談論虛構國家「Binomo」糗爆！,國際,2017/12/30 23:15,美國 聯合國 國家 binomo 談論
美情報總監：中國仍期盼以「和平手段」統一台灣,國際,2022/06/30 21:31,美情報 手段 和平 中國 統一
紐約疫情後第一次的時代廣場現場跨年　跟著Tiger Party看幕後準備,國際,2021/12/30 22:18,tiger party 幕後 跨年 廣場 現場
《火與怒 》決定拍電視劇  尼可拉斯凱吉演川普？,國際,2018/01/18 21:14,尼可拉斯凱吉 川普 《 火 決定
丈夫輕生「夫家全怪她」　人妻竟遭拖出家門活活燒死,國際,2023/12/24 17:52,丈夫 夫家 家門 人妻 拖出
想當「薪水小偷」！護士竟擅自替患者注射鎮靜劑釀1死　下場慘了,國際,2023/10/07 19:08,薪水 護士 小偷 ！ 注射
猴子搶走遊客手機「逼拿食物當贖金」！離奇畫面2000萬人看傻,國際,2023/11/01 22:16,贖金 食物 猴子 畫面 手機
2個月前超淡定！美國死難人數恐比「越戰、韓戰 」多　川普一聽官員報告大變,國際,2020/04/02 23:36,淡定 越戰 死難 報告 官員
中國下令無印良品撤「問題地圖」　日本政府：完全不能接受,國際,2018/01/31 22:39,地圖 政府 印良品 不能 中國
烏克蘭反攻「小幅推進6公里」　收復國土關鍵點…但破口還沒出現,國際,2023/06/13 21:30,國土 公里 小幅 破口 出現
法國總理確診波及比利時內閣　「首相＋4部長」被匡列隔離,國際,2021/11/23 19:48,首相 部長 法國 比利時 隔離
紐約公寓惡火葬12命！士兵衝回火場救4人　自己卻沒逃出來,國際,2017/12/30 22:20,惡火葬 士兵 火場 逃出來 公寓
台灣曾被預言疫情第2慘！　美媒一看見「踏入台灣國門那刻…」嚇呆了,國際,2020/04/02 20:50,國門 美媒 看見 嚇呆 踏入
16世紀滅絕「渡渡鳥」有望復活！　生物學家取得完整DNA,國際,2022/03/19 23:22,16世紀 生物學家 有望 dna 滅絕
NASA開發月球資源！找氧氣與水「還要挖稀土」　月底先送鑽機試驗,國際,2023/06/28 21:10,月球 nasa ！ 稀土 水
普丁的手錶超神奇　從16部動畫看戰鬥民族對付貪污者,國際,2016/02/04 21:40,民族 神奇 手錶 貪污 普丁
美國最高法院裁定：環保署「無權限制」發電廠的碳排放,國際,2022/06/30 23:28,最高法院 環保署 裁定 美國 排放
澳總理暗示「極不可能」挺台加入CPTPP！外交部回應了,國際,2022/11/18 20:08,外交部 暗示 不可能 加入 ！
英國新首相特拉斯出任　外交部：盼拓展雙邊實質友好,國際,2022/09/06 20:14,外交部 英國 首相 出任 雙邊
普丁感謝俄軍「阻止內戰」　為兵變期間陣亡飛官默哀,國際,2023/06/27 21:51,俄軍 阻止 期間 默哀 飛官
暖冬不利普丁天然氣王牌　歐洲爭取到1年能源轉型,國際,2023/01/16 23:40,天然氣 王牌 不利 轉型 能源
曬「性感裸足」年收衝破130萬！肌肉男神照狂吸數千粉　秘密曝光,國際,2021/01/16 18:50,男神照 曝光 數千 裸足 衝破
快訊／美股開盤道瓊大跌500點　標普500創下1970年以來最糟上半年,國際,2022/06/30 21:44,美股 1970年 大跌 年 糟上
快訊／菲律賓馬尼拉驚傳「墜機爆炸」燒成火球！　全員罹難,國際,2020/03/29 21:39,火球 馬尼拉 燒成 驚傳 罹難
74歲爺每天為妻走數公里　只為找到「熊貓血」捐腎者！,國際,2017/11/16 20:58,！ 找到 熊貓血 公里 天
福島核廠周邊地下水含菌　恐促使核燃料碎片提早劣化,國際,2022/10/22 23:48,福島 地下水 碎片 燃料 核廠
台尼斷交「立陶宛議員」暖心安慰：這是很好的解脫,國際,2021/12/13 19:12,立陶宛 暖心 安慰 解脫 斷交
2023全球富有國家排名　台灣擊敗日韓「打趴德荷法」一票歐洲國家,國際,2023/12/24 22:16,德荷 排名 2023 國家 法
快訊／阿拉斯加外海發生規模7左右地震　2周前剛發生8.1強震,國際,2021/08/14 20:23,阿拉斯加 發生 地震 外海 規模
男伴愛愛完倒頭就睡　不是渣男！「射後不理」有科學根據,國際,2022/02/13 18:13,渣男 男伴 不理 愛完 不
費城鬧區驚傳槍擊　多名槍手「朝人群掃射」3人身中數彈亡、11傷,國際,2022/06/05 19:23,費城 人群 中數 朝 槍手
英國裁決：職場稱男性「禿頭」即構成性騷擾,國際,2022/05/14 23:04,英國 構成 職場 男性 裁決
座頭鯨誤入澳洲鱷魚河　專家擔心牠變美食指引回到正確遷徙路線,國際,2020/09/14 21:03,鱷魚河 美食 正確 遷徙 路線
場上對手場外戀人！她們公開熱吻照　13萬人讚：最棒的運動精神,國際,2021/08/11 20:49,精神 公開 對手場 戀人 熱吻
普丁政敵好轉可下床行走　法實驗室替德背書：是俄國投毒,國際,2020/09/14 23:41,政敵 俄國 德 背書 行走
快訊／糧食要漲了　俄羅斯宣布中止「黑海穀物協議」,國際,2023/07/17 21:49,黑海 糧食 宣布 穀物 快訊
18秒震撼聯合國！紅裙辣妹車上「跨腰緊貼搖搖樂」　官方目擊完整版影片急調查,國際,2020/06/27 18:00,完整版 聯合國 車 影片 辣妹
肯定台灣防疫成果　日相菅義偉：支持台灣加入WHO等組織,國際,2021/03/04 20:31,日相菅義偉 加入 肯定 成果 防疫
太陽風暴拉扯..天王星「漏氣中」　航海家2號發現55%大氣流失,國際,2020/03/29 19:16,風暴 天王星 太陽 大氣 中
精液恐是猴痘感染媒介！義大利專家研究結果曝光,國際,2022/06/30 22:12,曝光 義大利 媒介 專家 ！
她帶近萬元行李袋出國　領回包包破爛「像被燒過」哭了,國際,2023/04/27 19:25,行李袋 領回 破爛 包包 元
超幸運！男刮刮樂中1.6萬　「加碼包整本」再賺3000萬,國際,2023/08/13 18:02,超幸運 加碼 ！ 3000萬 賺
高空中「掉出飛機」！　澳洲跳傘教練、客人重摔地面慘死,國際,2021/06/27 22:02,掉出 高空 飛機 跳傘 澳洲
快訊／伊朗12人直升機墜毀　體育部長也在機上,國際,2023/02/23 22:47,體育部長 伊朗 快訊 墜毀 也
夏威夷「CH-53海種馬」直升機相撞　機上12人生還率低,國際,2016/01/15 22:45,夏威夷 海種 人生還率 相撞 馬
車用晶片全球短缺　日本政府請求台灣協助增產半導體,國際,2021/01/25 20:35,車用 政府 請求 短缺 晶片
快訊／俄媒報導：塔利班將於9月3日宣布「組建新政府」,國際,2021/08/31 20:04,政府 新 組建 快訊 報導
4童亞馬遜叢林墜機求生40天！　倖存姊姊慘遭繼父性侵,國際,2023/08/13 20:51,亞馬遜 叢林 求生 ！ 天
德州18歲槍手在學校「幾乎沒朋友」　曾遭受恐同言論辱罵,國際,2022/05/25 19:46,德州 槍手 辱罵 遭受 朋友
控中國盜走3000億美元智財權　川普拗「我們沒在打貿易戰」,國際,2018/04/04 22:09,智財權 　川普拗 我們 中國 盜走
英國將祭出新制裁：撤銷「莫斯科證券交易所」認可交易所地位,國際,2022/04/19 23:29,英國 地位 認可 撤銷 制裁
趙立堅警告立陶宛：不要妄圖拉攏他國反華　中國脅迫純屬無中生有,國際,2022/02/08 18:43,立陶宛 趙立堅 無中生有 反華 他國
波蘭、波羅的海3國要求白俄羅斯「驅逐瓦格納」　揚言關國界,國際,2023/08/28 23:40,波羅的海 國界 白俄羅斯 國 驅逐
吸血怪「卓柏卡布拉」現身？女驚恐拍下神秘4腳獸：院子有不明生物,國際,2023/08/21 20:54,院子 吸血 驚恐 現身 卓柏卡布拉
阿根廷百年一遇乾旱…衝擊玉米、飼料出口　將持續到明年,國際,2021/08/12 20:37,阿根廷 明年 飼料 持續 乾旱
特斯拉2個月4度調整「美國售價」　Model 3後輪驅動版變便宜了,國際,2023/02/14 23:11,美國 驅動版 　model 3 後輪 便宜
悲歌！羅興亞15歲女孩慘遭10人輪姦：下體腫大如拳頭,國際,2017/11/16 23:41,悲歌 下體 女孩 腫大 ！
韓慶北淪土石流重災區！曾受訪老夫婦遭活埋　尹錫悅喊：好大的石頭,國際,2023/07/17 18:07,土石流 石頭 韓慶北 尹錫悅 災區
星鏈被指霸佔過多軌道空間　馬斯克嗆：可容數百億衛星,國際,2021/12/30 20:44,衛星 星鏈 馬斯克 空間 軌道
要塔利班歸還850億美元武器裝備　川普建議美軍：回去把東西炸掉,國際,2021/08/31 23:28,美軍 武器 川普 東西 美元
全斗煥病逝...南韓普天同慶　「518事件」光州驚現彩虹,國際,2021/11/23 19:52,南韓 普天同慶 事件 光州 518
新加坡出現7例疑似武漢肺炎病例　擴大隔離防疫措施,國際,2020/01/21 22:12,武漢 新加坡 出現 隔離 防疫
接駁車與飛機恐怖相撞！地面殘留多條黑色輪痕　4人緊急送院搶救,國際,2023/02/11 17:55,相撞 車 地面 殘留 飛機
脫北士兵「搏命一跑」穿越分界　軍方影片公開怒轟北韓,國際,2017/11/22 21:10,北士兵 軍方 北韓 公開 一
日本宣布鎖國！「禁止外國人入境」　台網友5字洗板推爆,國際,2020/12/26 21:37,鎖國 外國人 宣布 禁止 ！
俄羅斯貨運飛船升空　將抵國際太空站,國際,2021/07/02 23:52,太空站 升空 國際 俄羅斯 飛船
聯合國證實南極氣溫創新高　達攝氏18.3度,國際,2021/07/02 21:24,聯合國 南極 攝氏 高 創新
不斷更新／俄軍聲稱：已摧毀烏克蘭南部「無線電和電子情報中心」,國際,2022/03/19 21:17,俄軍 中心 更新 不斷 南部
月球岩石淪性愛玩具！實習生「鋪床狂啪」毀NASA研究　超慘下場曝,國際,2021/04/24 19:14,性愛 月球 實習生 ！ 岩石
他海邊撿貝類「挖出蚌蠣精」重達1kg　實驗室一驗嚇壞：已活214年,國際,2023/02/28 23:20,貝類 挖出 海邊 重達 嚇壞
日本首都圈決議「緊急事態行動」　不等中央了…8日起開始實施,國際,2021/01/04 22:31,首都圈 行動 中央 事態 不等
警員執勤後返家　吃完早餐竟突然殺妻！連開5槍「行刑式爆頭」,國際,2023/03/05 18:36,行刑式 ！ 吃完 執勤 警員
僧人提醒「最近有災禍」…老夫婦2天後回寺裡布施 　過馬路被撞死,國際,2020/12/15 21:08,馬路 寺 最近 提醒 撞死
G7領導人合照　美媒嘲諷：「少了川普」氣氛似乎沒這麼緊張,國際,2021/06/12 21:14,川普 緊張 美媒 領導人 合照
三菱電機社長杉山武史請辭　為列車空調數據「造假30年」負責,國際,2021/07/02 20:08,杉山武史 列車 社長 年 三菱
美國稱新疆57萬人「被迫採棉花」　中國反駁：全疆脫貧292萬人,國際,2020/12/15 19:45,棉花 美國 中國 57萬 292萬
印度製麵廠「鍋爐爆炸」7人亡！瓦礫下挖出肢解遺體,國際,2021/12/26 23:47,挖出 麵廠 鍋爐 遺體 肢解
嬰屍藏冰箱4年！連2胎「剛生完就殺死」　恐怖媽吐原因：養不起,國際,2023/06/21 18:16,養不起 生完 原因 殺死 恐怖
俄羅斯宣布「習近平將訪莫斯科」　中國外交部：沒有訊息,國際,2023/02/01 21:38,平將 外交部 宣布 沒有 訊息
《鬼滅之刃》爆紅！Coser戴「山豬頭套」進森林…獵人傻：拜託別,國際,2020/11/09 23:43,山豬 森林 《 鬼滅 頭套
K罩杯好羨慕？她患巨乳症「胸前重達13公斤」　靠枴杖才能走,國際,2022/05/26 18:28,公斤 前 枴杖 重達 羨慕
拜登見以色列總理「打瞌睡」全球瘋傳　以媒翻案：這群仇家最愛傳,國際,2021/08/30 22:56,拜登見 仇家 媒翻案 打瞌睡 以色列
美俄總統「一對一」會談結束　川普：這是很好的開始,國際,2018/07/16 23:22,一 　川普 美 總統 結束
確認來自「龍宮」！日本隼鳥2號成功採集地球外氣體　締全球創舉,國際,2020/12/15 23:01,龍宮 地球 外 成功 日本
卡到陰之不離不棄　長者嫖妓馬上風　陰莖卡在女體內,國際,2016/02/04 20:33,不 風 女體 陰莖 嫖妓
公車上斬首「生吞眼球」啃心臟！警呆看4小時　華裔食人男判無罪,國際,2020/07/10 23:45,生吞 公車 小時 ！ 華裔
寡婦的逆襲  「白寡婦」招募女烈士  將發動夏季大恐攻,國際,2018/07/16 21:41,烈士 白 夏季 的 大
錫克教徒與印度教徒「墨爾本打群架」　市中心變印度裔暴力戰場,國際,2023/02/01 22:31,墨爾本 市中心 戰場 暴力 打群架
「草率用詞、放大恐慌」　WHO秘書長：還不到全球大流行,國際,2020/02/26 23:53,秘書長 放大 大 流行 草率
大學生問「能帶哈利回來嗎？」　查爾斯三世「1字回應」化解尷尬,國際,2023/02/11 21:14,大學生 尷尬 回應 回來 哈利
斯洛伐克駐台代表讚「台灣人親切」　驚訝台北街頭垃圾桶難找,國際,2023/04/28 21:12,台灣人 台北 街頭 代表 驚訝
秘魯7.2級強震！震源深度217公里　未發海嘯警報,國際,2022/05/26 22:21,海嘯 ！ 警報 秘魯 深度
16歲少女自由戀愛私奔　竟遭親生母澆煤油活活燒死,國際,2016/06/08 23:41,戀愛 少女 親生母 自由 私奔
火葬場屋頂突崩！水泥板下露出屍堆　「手腳全折歪」25人共赴黃泉,國際,2021/01/04 18:55,火葬場 水泥板 手腳 露出 屋頂
「隱藏菜單」害食物中毒！日本餐廳違法供應生牛肝　4人狂拉,國際,2023/12/24 17:27,食物 中毒 牛肝 餐廳 隱藏
上萬張偽造「疫苗接種卡」在暗網出售　AZ接種卡1張只要3萬,國際,2021/03/23 19:43,出售 張 上萬 3萬 偽造
以色列遭突襲22死545傷　總理49秒影片宣布「進入戰爭狀態」,國際,2023/10/07 19:34,以色列 宣布 總理 突襲 狀態
立陶宛國會表決通過：禁止展示「字母Z」等挺俄象徵,國際,2022/04/19 23:59,立陶宛 展示 禁止 國會 表決
伊朗13套復仇劇本「美國夢魘」！艦艇神秘出動　美預期2天內攻擊,國際,2020/01/07 20:36,美國 伊朗 神秘 出動 美
台灣人「捐給烏克蘭的錢」去哪了？　成衣廠秀台灣國旗曝工作影片,國際,2022/06/24 20:40,成衣廠秀 台灣人 國旗 烏克蘭 捐給
持刀男威嚇乘客及小學生　巴黎警方勸阻無效5槍斃了他,國際,2021/07/02 21:38,小學生 無效 槍斃 持刀 巴黎
怪物氣旋「比頗傑」將襲印度西岸　尚未登陸已有7人死亡,國際,2023/06/13 19:45,比頗傑 尚未 西岸 登陸 氣旋
美國安局前員工認「洩漏絕密文件」給俄　換取270萬加密貨幣,國際,2023/10/24 23:34,文件 美國 安局 加密 270萬
